result_id,eiketsu_position_key,eiketsu_set_key,bond_set_key,eiketsu_ids,bond_ids,bond_count,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,登録元,備考
955,65584396|39357702|79035763|77317269|62167859|46105657,39357702|46105657|62167859|65584396|77317269|79035763,70072982|618096012|1539411415|1806394358|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|77317269|62167859|46105657,1539411415|618096012|2918637613|3337786097|2526487543|1806394358|3244390646|70072982,8,11555,1186,710,139,582,217,590,391,410,392,377,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
956,65584396|39357702|79035763|62167859|77317269|54667794,39357702|54667794|62167859|65584396|77317269|79035763,70072982|618096012|881523760|1539411415|1806394358|2526487543|2918637613|3244390646,65584396|39357702|79035763|62167859|77317269|54667794,1539411415|618096012|2918637613|881523760|2526487543|1806394358|3244390646|70072982,8,10969,1073,867,128,464,330,541,231,241,222,193,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
957,65584396|39357702|79035763|97496320|77317269|54667794,39357702|54667794|65584396|77317269|79035763|97496320,70072982|618096012|881523760|1539411415|1806394358|2526487543|2918637613|3244390646,65584396|39357702|79035763|97496320|77317269|54667794,1539411415|618096012|2918637613|881523760|2526487543|1806394358|3244390646|70072982,8,11116,1126,792,129,427,337,571,229,245,214,186,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
958,65584396|39357702|79035763|94752513|77317269|54667794,39357702|54667794|65584396|77317269|79035763|94752513,70072982|618096012|881523760|1539411415|1806394358|2526487543|2918637613|3244390646,65584396|39357702|79035763|94752513|77317269|54667794,1539411415|618096012|2918637613|881523760|2526487543|1806394358|3244390646|70072982,8,10369,1001,821,121,404,296,522,197,209,185,176,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
959,65584396|39357702|79035763|29941758|77317269|54667794,29941758|39357702|54667794|65584396|77317269|79035763,70072982|618096012|881523760|1539411415|1806394358|2526487543|2918637613|3244390646,65584396|39357702|79035763|29941758|77317269|54667794,1539411415|618096012|2918637613|881523760|2526487543|1806394358|3244390646|70072982,8,10176,968,758,119,395,284,496,193,205,181,164,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
960,65584396|39357702|79035763|99222303|77317269|54667794,39357702|54667794|65584396|77317269|79035763|99222303,70072982|618096012|881523760|1539411415|1806394358|2526487543|2918637613|3244390646,65584396|39357702|79035763|99222303|77317269|54667794,1539411415|618096012|2918637613|881523760|2526487543|1806394358|3244390646|70072982,8,11139,1080,830,125,435,329,541,241,262,229,196,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
961,65584396|39357702|79035763|70372139|77317269|54667794,39357702|54667794|65584396|70372139|77317269|79035763,70072982|618096012|881523760|1539411415|1806394358|2526487543|2918637613|3244390646,65584396|39357702|79035763|70372139|77317269|54667794,1539411415|618096012|2918637613|881523760|2526487543|1806394358|3244390646|70072982,8,11286,1147,808,134,424,341,570,234,250,222,193,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
962,65584396|39357702|79035763|38892559|77317269|54667794,38892559|39357702|54667794|65584396|77317269|79035763,70072982|618096012|881523760|1539411415|1806394358|2526487543|2918637613|3244390646,65584396|39357702|79035763|38892559|77317269|54667794,1539411415|618096012|2918637613|881523760|2526487543|1806394358|3244390646|70072982,8,10302,979,757,119,393,283,499,195,205,181,164,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
963,65584396|39357702|79035763|20643667|77317269|54667794,20643667|39357702|54667794|65584396|77317269|79035763,70072982|618096012|881523760|1539411415|1806394358|2526487543|2918637613|3244390646,65584396|39357702|79035763|20643667|77317269|54667794,1539411415|618096012|2918637613|881523760|3244390646|2526487543|70072982|1806394358,8,11314,1087,880,133,462,333,564,237,253,229,196,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
964,65584396|39357702|79035763|20643667|77317269|19138207,19138207|20643667|39357702|65584396|77317269|79035763,70072982|618096012|881523760|1539411415|1806394358|2431219077|2526487543|3244390646,65584396|39357702|79035763|20643667|77317269|19138207,881523760|1539411415|2526487543|2431219077|3244390646|70072982|1806394358|618096012,8,11781,1164,718,58,516,255,487,312,329,301,261,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
965,65584396|39357702|79035763|20643667|77317269|53304184,20643667|39357702|53304184|65584396|77317269|79035763,70072982|618096012|881523760|1539411415|1806394358|2431219077|2526487543|3244390646,65584396|39357702|79035763|20643667|77317269|53304184,881523760|1539411415|2526487543|2431219077|3244390646|70072982|1806394358|618096012,8,11286,1144,722,56,493,248,457,274,318,264,235,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
966,65584396|39357702|79035763|20643667|77317269|46105657,20643667|39357702|46105657|65584396|77317269|79035763,70072982|618096012|881523760|1539411415|1806394358|2526487543|2918637613|3244390646,65584396|39357702|79035763|20643667|77317269|46105657,881523760|1539411415|2526487543|3244390646|70072982|1806394358|618096012|2918637613,8,11900,1200,881,144,514,366,613,277,296,279,230,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
967,65584396|39357702|79035763|25718548|77317269|54667794,25718548|39357702|54667794|65584396|77317269|79035763,70072982|618096012|881523760|1539411415|1806394358|2526487543|2918637613|3244390646,65584396|39357702|79035763|25718548|77317269|54667794,1539411415|618096012|2918637613|881523760|2526487543|1806394358|3244390646|70072982,8,11361,1080,781,134,427,340,573,242,261,224,188,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
968,65584396|39357702|79035763|91853650|77317269|54667794,39357702|54667794|65584396|77317269|79035763|91853650,70072982|618096012|881523760|1539411415|1806394358|2526487543|2918637613|3244390646,65584396|39357702|79035763|91853650|77317269|54667794,1539411415|618096012|2918637613|881523760|2526487543|1806394358|3244390646|70072982,8,11197,1098,797,135,436,341,568,233,260,219,189,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
969,65584396|39357702|79035763|53040201|77317269|54667794,39357702|53040201|54667794|65584396|77317269|79035763,70072982|618096012|881523760|1539411415|1806394358|2526487543|2918637613|3244390646,65584396|39357702|79035763|53040201|77317269|54667794,1539411415|618096012|2918637613|881523760|2526487543|1806394358|3244390646|70072982,8,10729,1054,833,120,432,320,554,216,228,204,180,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
970,65584396|39357702|79035763|74908638|77317269|54667794,39357702|54667794|65584396|74908638|77317269|79035763,70072982|618096012|881523760|1539411415|1806394358|2526487543|2918637613|3244390646,65584396|39357702|79035763|74908638|77317269|54667794,1539411415|618096012|2918637613|881523760|2526487543|1806394358|3244390646|70072982,8,10363,999,782,119,399,297,508,200,210,190,168,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
971,65584396|39357702|79035763|52496334|77317269|54667794,39357702|52496334|54667794|65584396|77317269|79035763,70072982|618096012|881523760|1539411415|1806394358|2526487543|2918637613|3244390646,65584396|39357702|79035763|52496334|77317269|54667794,1539411415|618096012|2918637613|881523760|2526487543|1806394358|3244390646|70072982,8,11140,1094,779,133,421,342,568,241,251,233,196,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
972,65584396|39357702|79035763|55785997|62167859|46105657,39357702|46105657|55785997|62167859|65584396|79035763,70072982|618096012|1539411415|1806394358|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|55785997|62167859|46105657,1539411415|618096012|2918637613|3337786097|2526487543|1806394358|3244390646|70072982,8,11360,1067,735,138,585,201,546,362,381,370,347,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
973,65584396|39357702|79035763|48554689|62167859|46105657,39357702|46105657|48554689|62167859|65584396|79035763,70072982|618096012|1539411415|1806394358|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|48554689|62167859|46105657,1539411415|618096012|2918637613|3337786097|2526487543|1806394358|3244390646|70072982,8,11512,1065,678,143,614,211,579,352,371,357,339,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
974,65584396|39357702|79035763|792249|62167859|46105657,792249|39357702|46105657|62167859|65584396|79035763,70072982|618096012|1539411415|1806394358|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|792249|62167859|46105657,1539411415|618096012|2918637613|3337786097|2526487543|1806394358|3244390646|70072982,8,11435,1114,730,138,625,218,586,398,444,414,382,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
975,65584396|39357702|79035763|93399954|62167859|46105657,39357702|46105657|62167859|65584396|79035763|93399954,70072982|618096012|1539411415|1806394358|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|93399954|62167859|46105657,1539411415|618096012|2918637613|3337786097|2526487543|1806394358|3244390646|70072982,8,11227,1095,732,143,565,200,568,360,380,368,345,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
976,65584396|39357702|79035763|97496320|62167859|46105657,39357702|46105657|62167859|65584396|79035763|97496320,70072982|618096012|1539411415|1806394358|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|97496320|62167859|46105657,1539411415|618096012|2918637613|3337786097|2526487543|1806394358|3244390646|70072982,8,11582,1161,709,138,594,215,598,390,417,396,366,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
977,65584396|39357702|79035763|94752513|62167859|46105657,39357702|46105657|62167859|65584396|79035763|94752513,70072982|618096012|1539411415|1806394358|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|94752513|62167859|46105657,1539411415|618096012|2918637613|3337786097|2526487543|1806394358|3244390646|70072982,8,10834,1036,733,131,569,190,549,344,365,354,348,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
978,65584396|39357702|79035763|29941758|62167859|46105657,29941758|39357702|46105657|62167859|65584396|79035763,70072982|618096012|1539411415|1806394358|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|29941758|62167859|46105657,1539411415|618096012|2918637613|3337786097|2526487543|1806394358|3244390646|70072982,8,10642,1003,681,129,558,183,522,338,359,348,330,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
979,65584396|39357702|79035763|99222303|62167859|46105657,39357702|46105657|62167859|65584396|79035763|99222303,70072982|618096012|1539411415|1806394358|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|99222303|62167859|46105657,1539411415|618096012|2918637613|3337786097|2526487543|1806394358|3244390646|70072982,8,11605,1115,740,135,603,211,568,408,443,417,383,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
980,65584396|39357702|79035763|70372139|62167859|46105657,39357702|46105657|62167859|65584396|70372139|79035763,70072982|618096012|1539411415|1806394358|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|70372139|62167859|46105657,1539411415|618096012|2918637613|3337786097|2526487543|1806394358|3244390646|70072982,8,11751,1182,722,144,591,217,597,397,424,407,377,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
981,65584396|39357702|79035763|38892559|62167859|46105657,38892559|39357702|46105657|62167859|65584396|79035763,70072982|618096012|1539411415|1806394358|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|38892559|62167859|46105657,1539411415|618096012|2918637613|3337786097|2526487543|1806394358|3244390646|70072982,8,10767,1014,680,129,555,183,526,342,359,348,330,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
982,65584396|39357702|79035763|20643667|62167859|46105657,20643667|39357702|46105657|62167859|65584396|79035763,70072982|618096012|1539411415|1806394358|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|20643667|62167859|46105657,1539411415|618096012|2918637613|3337786097|2526487543|1806394358|3244390646|70072982,8,11780,1122,781,142,633,213,591,402,429,417,383,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
983,65584396|39357702|79035763|25718548|62167859|46105657,25718548|39357702|46105657|62167859|65584396|79035763,70072982|618096012|1539411415|1806394358|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|25718548|62167859|46105657,1539411415|618096012|2918637613|3337786097|2526487543|1806394358|3244390646|70072982,8,11827,1115,700,144,594,217,600,410,440,410,370,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
984,65584396|39357702|79035763|53040201|62167859|46105657,39357702|46105657|53040201|62167859|65584396|79035763,70072982|618096012|1539411415|1806394358|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|53040201|62167859|46105657,1539411415|618096012|2918637613|3337786097|2526487543|1806394358|3244390646|70072982,8,11195,1089,742,129,600,205,580,371,392,381,356,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
